,utility,eiaid,name,label,enddate,demandrateunit,flatdemandunit,uri,sector,description,source,peakkwcapacitymax,peakkwcapacitymin,peakkwhuseagemax,peakkwhuseagemin,voltagecategory,phasewiring
9738,"Bridger Valley Elec Assn, Inc",2215,Small General Service Net,539fbe90ec4f024c27d887eb,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbe90ec4f024c27d887eb,Commercial,"To any member/owner that owns and operates a solar, wind or hydroelectric generating facility with a capacity of not more than twenty-five (25) kilowatts that is located on the member/owner's premises, is interconnected and operates in parallel with the Cooperative's existing distribution facilities and is intended primarily to offset part or all of the member/owner's own electrical requirements measured by the Cooperative at a single metered point of delivery.  Only the member/owner's electrical loads attached to and served by this single metering point shall be included in the calculation of net metering against any generation produced by the member/owner pursuant to the conditions in this tariff.

A generating facility that is not interconnected to the load side of the member/owner's said metered point of delivery for electric service shall not be applicable for service under this rate schedule. This schedule is offered in compliance with Wyoming Statutes 37-16-101 thru 104.

Net Metering means measuring the difference between the electricity supplied by the Cooperative and the electricity generated by an eligible customer-generator and fed back to the electric grid over the applicable billing period.",http://www.bvea.coop/service_and_pricing.asp,,,,,,
9741,Duck River Elec Member Corp,5399,General Service Rate (GSA-1),539fbe90ec4f024c27d88803,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539f6bfaec4f024411eca3ad,Commercial,*Applicable to nonresidential loads of 50 kW or less.,http://www.dremc.com/wp-content/uploads/2014/05/DREMC-Residential-RateCalcSheetMay2014.pdf,50,0,,,,
9743,Singing River Elec Pwr Assn (Mississippi),17252,Schedule LGS-16 Large General Service,539fbe90ec4f024c27d8880d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbe90ec4f024c27d8880d,Commercial,,http://www.singingriver.com/Documents/LGS-16.pdf,749,250,,,,3-Phase
9744,"Town of Chalmers, Indiana (Utility Company)",3323,General Service Rate - GS,539fbe91ec4f024c27d88813,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbe91ec4f024c27d88813,Commercial,,"Rates Binder 1, Illinois State University",,,,,,
9745,"City of Osceola, Arkansas (Utility Company)",14216,Large Commercial,539fbe91ec4f024c27d88817,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbe91ec4f024c27d88817,Commercial,"(100KW to 1,000KW)","Rate Binder ""A"" City of Osceola, AR",,,,,,
9748,Eau Claire Electric Coop,5632,"FARM, NON-FARM AND SMALL COMMERCIAL- COMMERCIAL",539fbe91ec4f024c27d88823,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbe91ec4f024c27d88823,Commercial,"Availability
Available under established rules and regulations for service to the following classifications:
(a) Farm
(b) Residential
(c) Small Commercial

A power cost adjustment will be included in all monthly billing as defined by ECEC's current rate schedule PCA.",http://documents.ecec.com/Public/electric/rates/2012/ratea.pdf,,,,,,
9751,"City of Ruston, Louisiana (Utility Company)",16463,COMMERCIAL,539fbe91ec4f024c27d8882f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbe91ec4f024c27d8882f,Commercial,,ISU Archive,,,,,,
9753,"City of Marshall, Illinois (Utility Company)",11736,General Service without Demand outside City Limits,539fbe91ec4f024c27d88835,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbe91ec4f024c27d88835,Commercial,"Availability: Any customer located in territory served by the city may take service under this rate subject to the following conditions: 

1. Customer is nonresidential; 

2. That the energy delivered is not resold or redistributed; and 

3. That the customer does not have any electric generating equipment used to produce all or a portion of customer's electrical load requirements on a regular basis.",http://www.marshall-il.com/index.php?option=com_content&task=view&id=182&Itemid=183,,,,,,Single and 3-Phase
9754,Craig-Botetourt Electric Coop,4471,SCHEDULE LP 10-U RA - Commercial,539fbea0ec4f024c27d8883f,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea0ec4f024c27d8883f,Commercial,"COMMERCIAL AND LARGE POWER SERVICE (Retail Access)
SCHEDULE ""LP&#x201310;-U-RA"" - Commercial

* Available to all three-phase commercial consumers subject to the established Terms and Conditions of the Cooperative.
* Demand Charges= Purchase Power Demand Charge + Distribution Demand Charge. 
* The rate is subject to the Power Cost Adjustment Clause.",http://www.cbec.coop/pdf/Schedule_LP-10-U-RA.pdf,,,,,,
9756,"City of Yale, Oklahoma (Utility Company)",19719,All Service,539fbea1ec4f024c27d88857,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea1ec4f024c27d88857,Commercial,"The rates for electric energy used within the corporate limits of the City of Yale, and for electric energy used within the corporate limits of the City of Yale. For all service, residential, commercial, government and nonprofit.",ISU Documents,,,,,,
9761,"City of Halstad, Minnesota (Utility Company)",7969,Power-Three Phase.,539fbea1ec4f024c27d8888d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea1ec4f024c27d8888d,Commercial,,Illinois State University.,,,,,,3-Phase
9762,"Town of Templeton, Massachusetts (Utility Company)",18546,Schedule C-1:Large Commercial and Industrial(avg. demand > 1500kW),539fbea1ec4f024c27d88893,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fc7f1ec4f024d2f53e18c,Commercial,"For all customers whose consumption of electricity exceeds an average monthly usage of 10,000 KWH over a one (1) year period and for all municipal power customers requiring three (3) phase service.
Applicable to all C-1 customers whose average monthly demand exceeds 1,500 KW.
	Credit for High Voltage Delivery: If a customer accepts delivery at the Light Plant's supply line voltage, not less than 2,400 Volts, and the Light Plant is saved the cost of installing any transformer and associated equipment, a credit of $0.3000 per KW of billing demand per month shall be allowed against the amount determined under the preceding provisions. 
High Voltage Metering Adjustment:
The Light Plant reserves the right to determine the metering installation. Where the service is metered at the Light Plant's supply line voltage, but in no case less than 2,400 Volts, thereby saving the Light Plant transformer losses, a discount of 1% will be allowed from the amount determined under the preceding provisions. Such discount is exclusive of the Transition Adjustment and Generation Charges.",http://www.templetonlight.com/PDF/T.M.L.P_NewRates.pdf,,1500,,,,
9765,"Central Electric Coop, Inc (Pennsylvania)",40224,Small Commercial 1-Phase Service (Schedule 3~S),539fbea2ec4f024c27d8889d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea2ec4f024c27d8889d,Commercial,,http://central.coopwebbuilder2.com/sites/central/files/Rate%20Schedules%202-7-2014.pdf,30,,,,,Single Phase
9768,Steele-Waseca Cooperative Electric,18047,Large Power Rate,539fbea2ec4f024c27d888b9,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea2ec4f024c27d888b9,Commercial,"Available for three phase service for all uses where the current monthly metered demand exceeds 50kW, but is equal to or less than 200kW, subject to the execution of an electric service agreement between the cooperative and the member and the established rules and regulations of the cooperative.",Rate Binder #6 (Illinois State University),200,50,,,Secondary,3-Phase
9769,"City of Livermore, Iowa (Utility Company)",11093,Commercial Single-Phase,539fbea2ec4f024c27d888bf,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbea2ec4f024c27d888bf,Commercial,,http://www.livermoredaze.org/2005/ElecRates.htm,,,,,,Single Phase
9777,"Jasper-Newton Elec Coop, Inc",9668,General Service,539fbea3ec4f024c27d888e9,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbea3ec4f024c27d888e9,Commercial,"*Available for general installations, commercial service, schools, churches, or other public buildings, and three-phase residential and farm service with metered demand of 50 kW or less.
*Subject to Power Cost Recovery Factor.
*Minimum Monthly Charge will be the greater of the following:
**Single phase $10.00
**Multi-phase $20.00
**The minimum monthly charge specified in the contract for service.",http://jnec.com/services/rates.html,,,,,,
9783,Gainesville Regional Utilities,6909,General Service Non-Demand,539fbeb3ec4f024c27d8890d,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb3ec4f024c27d8890d,Commercial,"Electric - General Service Non-Demand (Demand < 50kW)

*Fuel Adjustment ($/kwh)-Varies monthly
https://www.gru.com/Pdf/MonthlyBillingFactors.pdf",https://www.gru.com/Pdf/busRatesCharges.pdf,,,,,,
9787,"City of Pocahontas, Iowa (Utility Company)",15180,Commercial Rates - Three Phase,539fbeb3ec4f024c27d88929,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb3ec4f024c27d88929,Commercial,Commercial Rates - Three Phase,http://www.pocahontasiowa.com/electric,,,,,,
9789,"City of Center, Colorado (Utility Company)",3227,Commercial Cnty,539fbeb3ec4f024c27d88935,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb3ec4f024c27d88935,Commercial,,ISU Archive,,,,,,
9793,"City of Coffeyville, Kansas (Utility Company)",3892,Large Power (II) Schedule,539fbeb4ec4f024c27d8894d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d8894d,Commercial,"To all non-residential customers within the established City service area with loads equal to or greater than 4,000 kW/month and less than 20,000 kW/month.",http://www.coffeyville.com/DocumentView.aspx?DID=214,,,,,,
9794,"Borough of Weatherly, Pennsylvania (Utility Company)",20232,Small Power and Light Service,539fbeb4ec4f024c27d88951,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d88951,Commercial,This rate schedule is for small general service at nominal secondary voltages.,ISU Documentation Rate Binder Ted #12,,,,,,
9797,Joe Wheeler Elec Member Corp,9739,General Power Rate-Schedule GSA (under 50 KW),539fbeb4ec4f024c27d8895b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d8895b,Commercial,"These rates apply if the customer's contract demand during the last 12-month period is not more than 50 kW and the customer's monthly energy takings for any month during such period do not exceed 15,000 kWh.",http://www.jwemc.org/wp-content/uploads/2014/06/312-GSA-JULY-14.pdf,50,,,,,
9798,"City of Granbury, Texas (Utility Company)",7480,Large Commercial Outside,539fbeb4ec4f024c27d88965,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d88965,Commercial,,ISU Documentation (DOE Sharepoint),,,,,,
9799,Hood River Electric Coop,8830,Commercial,539fbeb4ec4f024c27d88967,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d88967,Commercial,"This service is available for any and all use, supplied at one point of delivery at a single voltage and phase. Energy supplied under this rate shall not be sub-metered for resale to others.",http://hrec.coop/commercial.htm,,,,,Secondary,
9801,"City of Alma, Kansas (Utility Company)",385,City Customers (commercial),539fbeb4ec4f024c27d88973,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d88973,Commercial,,Ted Binder 2,,,,,,
9804,"City of Stilwell, Oklahoma (Utility Company)",18126,Single Unit Commercial,539fbeb4ec4f024c27d8897b,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d8897b,Commercial,,www.cityofstilwell.com/uploads/Ordinance_297__Water__Sewer__Electric_Rates.pdf,,,,,,
9805,Eastern Iowa Light & Power Coop,5605,Medium General Service,539fbeb4ec4f024c27d8897d,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb4ec4f024c27d8897d,Commercial,Applicable for single-phase or three-phase service through a single meter to a member-consumer using the Cooperative's standard service.,Illinois State University Archives,,,,,,
9810,"Town of Ipswich, Massachusetts (Utility Company)",9442,POWER RATE (C) W/ OWN TRANSFORMERS,539fbeb5ec4f024c27d8899d,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb5ec4f024c27d8899d,Commercial,"Additional Info: 
*TRANSFORMERS: Customers having a connected load of over 150 KVA will be required to furnish their own transformers. A discount of 15 cents per kW of demand per month will be allowed. This discount has been applied to the included rates. 

*Minimum Charge $73.20 per month per meter.

*AVAILABILITY: Service under this rate is available to all Commercial and Industrial customers whose monthly demand is 10 kW or more. All electricity furnished hereunder will be delivered through one service and one meter, unless for the convenience of the Department.


*DEMAND: The billing demand for each month under ordinary load conditions shall be the highest 15 minute kW demand or 80 percent of the highest KVA demand, whichever is greater during the 15 minute period, but not less than 80 percent of the highest demand established as above during the preceding eleven months.

*PURCHASED POWER AND FUEL ADJUSTMENT: The Purchased Power and Fuel Adjustment as provided in MDPU Schedule No. 77 is applicable to all kilowatt-hours on this rate. Please use the reference link for description. 

*TRANSFORMERS: Customers having a connected load of over 150 KVA will be required to furnish their own transformers. A discount of 15 cents per kW of demand per month will be allowed.",http://www.ipswichutilities.org/sites/IPU/Documents/Electric%20Rates%2008-01-08%20-%20No%20Water%20Heater%20No%20Comm%20Heat.pdf,,,,,,
9812,Cleco Power LLC,3265,TOUCH Program Non Demand General Service (TOU),5717f9ca5457a30647fc9b00,,,,http://en.openei.org/apps/USURDB/rate/view/5717f9ca5457a30647fc9b00,Commercial,,https://www.cleco.com/documents/10180/0/2016+TOUCH+Program/e5eb8fc8-b8ae-4527-9402-3d75b90ec09a,,,,,,
9814,McMinnville Electric System,12186,Commercial 50-1000 kW,539fbeb5ec4f024c27d889a5,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbeb5ec4f024c27d889a5,Commercial,,http://media.wix.com/ugd/b9fd92_5c40a812cbc045dd95fa507965e13fbf.pdf,1000,50,,,,
9817,"City of Torrington, Wyoming (Utility Company)",19032,General Service,539fbeb6ec4f024c27d889c5,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbeb6ec4f024c27d889c5,Commercial,"Less than 50 kW, single and three phase.",ISU Documentation,,,,,,
9819,Lincoln Electric System,11018,General Service Secondary Single Phase,539fbec5ec4f024c27d889d1,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbec5ec4f024c27d889d1,Commercial,,http://www.les.com/business/rates/rate-schedules,100,,,,Secondary,Single Phase
9821,"City of Jasper, Indiana (Utility Company)",9667,General Service Demand,539fbec5ec4f024c27d889df,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbec5ec4f024c27d889df,Commercial,,ISU Documentation,,50,,,,Single and 3-Phase
9822,"Village of Prairie Du Sac, Wisconsin (Utility Company)",15312,Gs-2 General Service Optional Time-of-Day,539fbec5ec4f024c27d889e1,,kW,,http://en.openei.org/apps/USURDB/rate/view/539fbec5ec4f024c27d889e1,Commercial,,http://psc.wi.gov/apps40/tariffs/viewfile.aspx?type=electric&id=4830,40,,,,,Single and 3-Phase
9823,Northern States Power Co - Wisconsin,13780,Fg-1 Farm Service Single Phase,566f14055457a3a7787bbfb3,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/566f14055457a3a7787bbfb3,Commercial,,https://www.xcelenergy.com/staticfiles/xe/Regulatory/Regulatory%20PDFs/rates/WI/2We_Section_2.pdf,,,,,,Single Phase
9826,"City of Santa Clara, Utah (Utility Company)",16648,Large Commercial-greater than 50 kw demand,539fbec5ec4f024c27d889f5,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbec5ec4f024c27d889f5,Commercial,no description is available,http://www.sccity.org/utility-rates-and-fees/,,,,,,
9827,Federated Rural Electric Assn,6258,Multiphase- Large Power,539fbec6ec4f024c27d889f7,,kW,kW,http://en.openei.org/apps/USURDB/rate/view/539fbec6ec4f024c27d889f7,Commercial,"Available to consumers requiring a transformer capacity greater than 50KVA through 500 KVA.


The above rate shall be increased or decreased by 0.1 mill per kilowatt hour for each 0.1 mill per kilowatt hour.","Rate Binder #6, Illinois State University.",,,,,,
